case,prior,bad_counts,good_counts,h_remaining,stop_value,value,action,action_values,terminal_policy,terminal_status,bellman_residual
1,jeffreys,"[0, 1, 0]","[1, 0, 2]",0,17.08095321703413,17.08095321703413,STOP,"{""STOP"": 17.08095321703413}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[1, 0, 1]",1,17.053057193123237,17.053057193123237,STOP,"{""STOP"": 17.053057193123237, ""p1"": 15.053057193123243, ""p2"": 14.053057193123244, ""pf"": -13.946942806876752}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[1, 0, 0]",2,17.024537794376357,17.024537794376357,STOP,"{""STOP"": 17.024537794376357, ""p1"": 15.02453779437637, ""p2"": 14.024537794376371, ""pf"": -13.975462205623638}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 3, 0]",0,17.339078032938968,17.339078032938968,STOP,"{""STOP"": 17.339078032938968}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[1, 2, 0]",0,17.067215695283053,17.067215695283053,STOP,"{""STOP"": 17.067215695283053}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 2, 1]",0,17.341545149895843,17.341545149895843,STOP,"{""STOP"": 17.341545149895843}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 2, 0]",1,17.313025751148963,17.313025751148963,STOP,"{""STOP"": 17.313025751148963, ""p1"": 15.313025751148972, ""p2"": 14.31302575114898, ""pf"": -13.686974248851032}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[1, 1, 0]",0,16.79477761659311,16.79477761659311,STOP,"{""STOP"": 16.79477761659311}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[1, 1, 1]",0,17.07182320441989,17.07182320441989,STOP,"{""STOP"": 17.07182320441989}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[1, 1, 0]",1,17.04058767245901,17.04058767245901,STOP,"{""STOP"": 17.04058767245901, ""p1"": 15.04058767245902, ""p2"": 14.040587672459033, ""pf"": -13.959412327540972}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 1, 2]",0,17.342813150982714,17.342813150982714,STOP,"{""STOP"": 17.342813150982714}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 1, 1]",1,17.314917127071837,17.314917127071837,STOP,"{""STOP"": 17.314917127071837, ""p1"": 15.314917127071823, ""p2"": 14.314917127071823, ""pf"": -13.685082872928165}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 1, 0]",2,17.286397728324943,17.286397728324943,STOP,"{""STOP"": 17.286397728324943, ""p1"": 15.28639772832496, ""p2"": 14.286397728324946, ""pf"": -13.713602271675041}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 3]","[1, 0, 0]",0,16.52174449828698,16.52174449828698,STOP,"{""STOP"": 16.52174449828698}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[1, 0, 1]",0,16.80150621932775,16.80150621932775,STOP,"{""STOP"": 16.80150621932775}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[1, 0, 0]",1,16.767554554152916,16.767554554152916,STOP,"{""STOP"": 16.767554554152916, ""p1"": 14.767554554152914, ""p2"": 13.767554554152909, ""pf"": -14.2324454458471}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[1, 0, 2]",0,17.075152930072566,17.075152930072566,STOP,"{""STOP"": 17.075152930072566}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[1, 0, 1]",1,17.044600141979686,17.044600141979686,STOP,"{""STOP"": 17.044600141979686, ""p1"": 15.044600141979684, ""p2"": 14.04460014197969, ""pf"": -13.9553998580203}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[1, 0, 0]",2,17.013364610018833,17.013364610018833,STOP,"{""STOP"": 17.013364610018833, ""p1"": 15.013364610018831, ""p2"": 14.013364610018815, ""pf"": -13.986635389981178}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 0, 3]",0,17.34288295517964,17.34288295517964,STOP,"{""STOP"": 17.34288295517964}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 0, 2]",1,17.31559008854251,17.31559008854251,STOP,"{""STOP"": 17.31559008854251, ""p1"": 15.315590088542502, ""p2"": 14.315590088542516, ""pf"": -13.684409911457488}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 0, 1]",2,17.287694064631623,17.287694064631623,STOP,"{""STOP"": 17.287694064631623, ""p1"": 15.287694064631612, ""p2"": 14.287694064631637, ""pf"": -13.712305935368367}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[1, 0, 0]",3,17.259174665884757,17.259174665884757,STOP,"{""STOP"": 17.259174665884757, ""p1"": 15.259174665884746, ""p2"": 14.259174665884743, ""pf"": -13.74082533411525}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 4, 0]","[0, 0, 0]",0,16.31284916201116,16.31284916201116,STOP,"{""STOP"": 16.31284916201116}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 3, 0]","[0, 1, 0]",0,16.5824871137998,16.5824871137998,STOP,"{""STOP"": 16.5824871137998}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 3, 1]","[0, 0, 0]",0,16.301675977653627,16.301675977653627,STOP,"{""STOP"": 16.301675977653627}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 3, 0]","[0, 0, 1]",0,16.576005432266427,16.576005432266427,STOP,"{""STOP"": 16.576005432266427}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 3, 0]","[0, 0, 0]",1,16.547486033519554,16.547486033519554,STOP,"{""STOP"": 16.547486033519554, ""p1"": 14.547486033519556, ""p2"": 13.547486033519544, ""pf"": -14.45251396648045}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 0]","[0, 2, 0]",0,16.84623133986627,16.84623133986627,STOP,"{""STOP"": 16.84623133986627}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 1]","[0, 1, 0]",0,16.56872125682891,16.56872125682891,STOP,"{""STOP"": 16.56872125682891}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 0]","[0, 1, 1]",0,16.843050711441713,16.843050711441713,STOP,"{""STOP"": 16.843050711441713}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 0]","[0, 1, 0]",1,16.814531312694825,16.814531312694825,STOP,"{""STOP"": 16.814531312694825, ""p1"": 14.814531312694832, ""p2"": 13.81453131269482, ""pf"": -14.185468687305162}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 2]","[0, 0, 0]",0,16.2905027932961,16.2905027932961,STOP,"{""STOP"": 16.2905027932961}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 1]","[0, 0, 1]",0,16.567548381122872,16.567548381122872,STOP,"{""STOP"": 16.567548381122872}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 1]","[0, 0, 0]",1,16.536312849162016,16.536312849162016,STOP,"{""STOP"": 16.536312849162016, ""p1"": 14.536312849162018, ""p2"": 13.536312849162005, ""pf"": -14.46368715083799}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 0]","[0, 0, 2]",0,16.838538327685697,16.838538327685697,STOP,"{""STOP"": 16.838538327685697}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 0]","[0, 0, 1]",1,16.810642303774806,16.810642303774806,STOP,"{""STOP"": 16.810642303774806, ""p1"": 14.810642303774824, ""p2"": 13.81064230377481, ""pf"": -14.189357696225182}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 2, 0]","[0, 0, 0]",2,16.78212290502794,16.78212290502794,STOP,"{""STOP"": 16.78212290502794, ""p1"": 14.782122905027943, ""p2"": 13.782122905027924, ""pf"": -14.217877094972067}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 3, 0]",0,17.104272988071862,17.104272988071862,STOP,"{""STOP"": 17.104272988071862}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 1]","[0, 2, 0]",0,16.829929480721688,16.829929480721688,STOP,"{""STOP"": 16.829929480721688}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 2, 1]",0,17.104258935334485,17.104258935334485,STOP,"{""STOP"": 17.104258935334485}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 2, 0]",1,17.075739536587598,17.075739536587598,STOP,"{""STOP"": 17.075739536587598, ""p1"": 15.075739536587594, ""p2"": 14.075739536587589, ""pf"": -13.92426046341239}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 2]","[0, 1, 0]",0,16.554955399858017,16.554955399858017,STOP,"{""STOP"": 16.554955399858017}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 1]","[0, 1, 1]",0,16.832000987684808,16.832000987684808,STOP,"{""STOP"": 16.832000987684808}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 1]","[0, 1, 0]",1,16.80076545572394,16.80076545572394,STOP,"{""STOP"": 16.80076545572394, ""p1"": 14.800765455723942, ""p2"": 13.800765455723951, ""pf"": -14.19923454427606}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 1, 2]",0,17.10299093424763,17.10299093424763,STOP,"{""STOP"": 17.10299093424763}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 1, 1]",1,17.075094910336745,17.075094910336745,STOP,"{""STOP"": 17.075094910336745, ""p1"": 15.07509491033674, ""p2"": 14.075094910336748, ""pf"": -13.924905089663248}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 1, 0]",2,17.046575511589868,17.046575511589868,STOP,"{""STOP"": 17.046575511589868, ""p1"": 15.046575511589865, ""p2"": 14.046575511589863, ""pf"": -13.953424488410132}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 3]","[0, 0, 0]",0,16.279329608938546,16.279329608938546,STOP,"{""STOP"": 16.279329608938546}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 2]","[0, 0, 1]",0,16.55909132997932,16.55909132997932,STOP,"{""STOP"": 16.55909132997932}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 2]","[0, 0, 0]",1,16.525139664804474,16.525139664804474,STOP,"{""STOP"": 16.525139664804474, ""p1"": 14.525139664804463, ""p2"": 13.525139664804467, ""pf"": -14.474860335195531}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 1]","[0, 0, 2]",0,16.832738040724117,16.832738040724117,STOP,"{""STOP"": 16.832738040724117}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 1]","[0, 0, 1]",1,16.802185252631247,16.802185252631247,STOP,"{""STOP"": 16.802185252631247, ""p1"": 14.802185252631245, ""p2"": 13.802185252631254, ""pf"": -14.19781474736875}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 1]","[0, 0, 0]",2,16.77094972067039,16.77094972067039,STOP,"{""STOP"": 16.77094972067039, ""p1"": 14.770949720670385, ""p2"": 13.770949720670389, ""pf"": -14.229050279329615}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 0, 3]",0,17.100468065831187,17.100468065831187,STOP,"{""STOP"": 17.100468065831187}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 0, 2]",1,17.073175199194075,17.073175199194075,STOP,"{""STOP"": 17.073175199194075, ""p1"": 15.07317519919407, ""p2"": 14.073175199194077, ""pf"": -13.92682480080594}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 0, 1]",2,17.04527917528318,17.04527917528318,STOP,"{""STOP"": 17.04527917528318, ""p1"": 15.04527917528318, ""p2"": 14.045279175283193, ""pf"": -13.954720824716803}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 1, 0]","[0, 0, 0]",3,17.01675977653631,17.01675977653631,STOP,"{""STOP"": 17.01675977653631, ""p1"": 15.0167597765363, ""p2"": 14.016759776536317, ""pf"": -13.983240223463694}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 4, 0]",0,17.35679502882921,17.35679502882921,STOP,"{""STOP"": 17.35679502882921}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 3, 0]",0,17.085489959232973,17.085489959232973,STOP,"{""STOP"": 17.085489959232973}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 3, 1]",0,17.359819413845777,17.359819413845777,STOP,"{""STOP"": 17.359819413845777}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 3, 0]",1,17.331300015098886,17.331300015098886,STOP,"{""STOP"": 17.331300015098886, ""p1"": 15.33130001509891, ""p2"": 14.331300015098902, ""pf"": -13.668699984901098}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[0, 2, 0]",0,16.813627621577076,16.813627621577076,STOP,"{""STOP"": 16.813627621577076}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 2, 1]",0,17.090673209403846,17.090673209403846,STOP,"{""STOP"": 17.090673209403846}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 2, 0]",1,17.059437677443004,17.059437677443004,STOP,"{""STOP"": 17.059437677443004, ""p1"": 15.059437677442995, ""p2"": 14.059437677442988, ""pf"": -13.940562322557014}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 2, 2]",0,17.361663155966674,17.361663155966674,STOP,"{""STOP"": 17.361663155966674}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 2, 1]",1,17.333767132055794,17.333767132055794,STOP,"{""STOP"": 17.333767132055794, ""p1"": 15.333767132055787, ""p2"": 14.333767132055792, ""pf"": -13.666232867944206}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 2, 0]",2,17.30524773330891,17.30524773330891,STOP,"{""STOP"": 17.30524773330891, ""p1"": 15.305247733308908, ""p2"": 14.305247733308903, ""pf"": -13.694752266691081}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 3]","[0, 1, 0]",0,16.54118954288711,16.54118954288711,STOP,"{""STOP"": 16.54118954288711}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[0, 1, 1]",0,16.8209512639279,16.8209512639279,STOP,"{""STOP"": 16.8209512639279}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[0, 1, 0]",1,16.786999598753063,16.786999598753063,STOP,"{""STOP"": 16.786999598753063, ""p1"": 14.786999598753052, ""p2"": 13.786999598753056, ""pf"": -14.213000401246951}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 1, 2]",0,17.094597974672702,17.094597974672702,STOP,"{""STOP"": 17.094597974672702}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 1, 1]",1,17.064045186579833,17.064045186579833,STOP,"{""STOP"": 17.064045186579833, ""p1"": 15.064045186579833, ""p2"": 14.064045186579829, ""pf"": -13.935954813420162}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 1, 0]",2,17.032809654618966,17.032809654618966,STOP,"{""STOP"": 17.032809654618966, ""p1"": 15.032809654618957, ""p2"": 14.032809654618983, ""pf"": -13.967190345381029}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 1, 3]",0,17.362327999779772,17.362327999779772,STOP,"{""STOP"": 17.362327999779772}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 1, 2]",1,17.335035133142647,17.335035133142647,STOP,"{""STOP"": 17.335035133142647, ""p1"": 15.335035133142657, ""p2"": 14.335035133142654, ""pf"": -13.664964866857357}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 1, 1]",2,17.307139109231777,17.307139109231777,STOP,"{""STOP"": 17.307139109231777, ""p1"": 15.307139109231779, ""p2"": 14.307139109231775, ""pf"": -13.69286089076823}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 1, 0]",3,17.278619710484893,17.278619710484893,STOP,"{""STOP"": 17.278619710484893, ""p1"": 15.278619710484886, ""p2"": 14.278619710484891, ""pf"": -13.721380289515098}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 4]","[0, 0, 0]",0,16.268156424581004,16.268156424581004,STOP,"{""STOP"": 16.268156424581004}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 3]","[0, 0, 1]",0,16.55063427883576,16.55063427883576,STOP,"{""STOP"": 16.55063427883576}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 3]","[0, 0, 0]",1,16.513966480446932,16.513966480446932,STOP,"{""STOP"": 16.513966480446932, ""p1"": 14.513966480446925, ""p2"": 13.513966480446912, ""pf"": -14.486033519553079}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[0, 0, 2]",0,16.82693775376255,16.82693775376255,STOP,"{""STOP"": 16.82693775376255}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[0, 0, 1]",1,16.793728201487692,16.793728201487692,STOP,"{""STOP"": 16.793728201487692, ""p1"": 14.793728201487692, ""p2"": 13.793728201487701, ""pf"": -14.206271798512304}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 2]","[0, 0, 0]",2,16.759776536312856,16.759776536312856,STOP,"{""STOP"": 16.759776536312856, ""p1"": 14.75977653631286, ""p2"": 13.759776536312863, ""pf"": -14.240223463687157}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 0, 3]",0,17.097267099501728,17.097267099501728,STOP,"{""STOP"": 17.097267099501728}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 0, 2]",1,17.067374912232502,17.067374912232502,STOP,"{""STOP"": 17.067374912232502, ""p1"": 15.067374912232511, ""p2"": 14.067374912232502, ""pf"": -13.93262508776751}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 0, 1]",2,17.036822124139626,17.036822124139626,STOP,"{""STOP"": 17.036822124139626, ""p1"": 15.03682212413963, ""p2"": 14.036822124139634, ""pf"": -13.963177875860364}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 1]","[0, 0, 0]",3,17.005586592178766,17.005586592178766,STOP,"{""STOP"": 17.005586592178766, ""p1"": 15.005586592178775, ""p2"": 14.005586592178767, ""pf"": -13.994413407821236}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 0, 4]",0,17.36181399934275,17.36181399934275,STOP,"{""STOP"": 17.36181399934275}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 0, 3]",1,17.335104937339572,17.335104937339572,STOP,"{""STOP"": 17.335104937339572, ""p1"": 15.335104937339581, ""p2"": 14.335104937339574, ""pf"": -13.66489506266043}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 0, 2]",2,17.307812070702454,17.307812070702454,STOP,"{""STOP"": 17.307812070702454, ""p1"": 15.307812070702452, ""p2"": 14.307812070702449, ""pf"": -13.692187929297557}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 0, 1]",3,17.279916046791563,17.279916046791563,STOP,"{""STOP"": 17.279916046791563, ""p1"": 15.279916046791566, ""p2"": 14.279916046791577, ""pf"": -13.720083953208425}",1101,VALUE_INTEGRATION_CONVERGED,0.0
1,jeffreys,"[0, 0, 0]","[0, 0, 0]",4,17.25139664804468,17.25139664804468,STOP,"{""STOP"": 17.25139664804468, ""p1"": 15.251396648044699, ""p2"": 14.251396648044693, ""pf"": -13.748603351955312}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[4, 0, 0]","[0, 0, 0]",0,9.837499999999991,9.837499999999991,STOP,"{""STOP"": 9.837499999999991}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[3, 0, 0]","[1, 0, 0]",0,9.934722222222213,9.934722222222213,STOP,"{""STOP"": 9.934722222222213}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[3, 1, 0]","[0, 0, 0]",0,9.649999999999999,9.649999999999999,STOP,"{""STOP"": 9.649999999999999}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[3, 0, 0]","[0, 1, 0]",0,9.980555555555556,9.980555555555556,STOP,"{""STOP"": 9.980555555555556}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[3, 0, 1]","[0, 0, 0]",0,9.637499999999992,9.637499999999992,STOP,"{""STOP"": 9.637499999999992}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[3, 0, 0]","[0, 0, 1]",0,9.983796296296298,9.983796296296298,STOP,"{""STOP"": 9.983796296296298}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[3, 0, 0]","[0, 0, 0]",1,9.912499999999989,9.912499999999989,STOP,"{""STOP"": 9.912499999999989, ""p1"": 7.912499999999991, ""p2"": 6.9125000000000005, ""pf"": -21.0875}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[2, 0, 0]",0,10.029573170731704,10.029573170731704,STOP,"{""STOP"": 10.029573170731704}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 1, 0]","[1, 0, 0]",0,9.746296296296286,9.746296296296286,STOP,"{""STOP"": 9.746296296296286}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[1, 1, 0]",0,10.076851851851846,10.076851851851846,STOP,"{""STOP"": 10.076851851851846}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 1]","[1, 0, 0]",0,9.733796296296294,9.733796296296294,STOP,"{""STOP"": 9.733796296296294}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[1, 0, 1]",0,10.080092592592589,10.080092592592589,STOP,"{""STOP"": 10.080092592592589}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[1, 0, 0]",1,10.008796296296298,10.008796296296298,STOP,"{""STOP"": 10.008796296296298, ""p1"": 8.008796296296293, ""p2"": 7.008796296296291, ""pf"": -20.991203703703704}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 2, 0]","[0, 0, 0]",0,9.462499999999995,9.462499999999995,STOP,"{""STOP"": 9.462499999999995}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 1, 0]","[0, 1, 0]",0,9.79629629629629,9.79629629629629,STOP,"{""STOP"": 9.79629629629629}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 1, 1]","[0, 0, 0]",0,9.449999999999994,9.449999999999994,STOP,"{""STOP"": 9.449999999999994}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 1, 0]","[0, 0, 1]",0,9.79629629629629,9.79629629629629,STOP,"{""STOP"": 9.79629629629629}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 1, 0]","[0, 0, 0]",1,9.724999999999989,9.724999999999989,STOP,"{""STOP"": 9.724999999999989, ""p1"": 7.724999999999992, ""p2"": 6.724999999999994, ""pf"": -21.275000000000006}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[0, 2, 0]",0,10.121951219512189,10.121951219512189,STOP,"{""STOP"": 10.121951219512189}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 1]","[0, 1, 0]",0,9.78055555555555,9.78055555555555,STOP,"{""STOP"": 9.78055555555555}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[0, 1, 1]",0,10.126851851851852,10.126851851851852,STOP,"{""STOP"": 10.126851851851852}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[0, 1, 0]",1,10.055555555555545,10.055555555555545,STOP,"{""STOP"": 10.055555555555545, ""p1"": 8.05555555555555, ""p2"": 7.05555555555555, ""pf"": -20.944444444444446}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 2]","[0, 0, 0]",0,9.437499999999991,9.437499999999991,STOP,"{""STOP"": 9.437499999999991}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 1]","[0, 0, 1]",0,9.787191358024685,9.787191358024685,STOP,"{""STOP"": 9.787191358024685}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 1]","[0, 0, 0]",1,9.712499999999995,9.712499999999995,STOP,"{""STOP"": 9.712499999999995, ""p1"": 7.712499999999997, ""p2"": 6.712499999999995, ""pf"": -21.287500000000005}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[0, 0, 2]",0,10.128353658536575,10.128353658536575,STOP,"{""STOP"": 10.128353658536575}",1101,VALUE_INTEGRATION_CONVERGED,0.0
2,uniform,"[2, 0, 0]","[0, 0, 1]",1,10.058796296296288,10.058796296296288,STOP,"{""STOP"": 10.058796296296288, ""p1"": 8.058796296296293, ""p2"": 7.058796296296296, ""pf"": -20.941203703703714}",1101,VALUE_INTEGRATION_CONVERGED,0.0
